Date,Nifty,Nikkei,HangSeng,DAX,SP500,Nasdaq,US_10Y,DXY,Gold,Oil,Bitcoin
2016-03-26,7716.5,17002.75,20345.609375,9851.349609375,2035.93994140625,4405.52978515625,1.899999976158142,96.13999938964844,1221.4000244140625,40.439998626708984,417.94500732421875
2016-03-27,7716.5,17002.75,20345.609375,9851.349609375,2035.93994140625,4405.52978515625,1.899999976158142,96.13999938964844,1221.4000244140625,40.439998626708984,426.7650146484375
2016-03-28,7615.10009765625,17134.369140625,20345.609375,9851.349609375,2037.050048828125,4398.06982421875,1.8700000047683716,95.94000244140625,1219.9000244140625,40.27000045776367,424.2309875488281
2016-03-29,7597.0,17103.529296875,20366.30078125,9887.9404296875,2055.010009765625,4467.72021484375,1.8140000104904175,95.16000366210938,1235.5999755859375,39.13999938964844,416.5159912109375
2016-03-30,7735.2001953125,16878.9609375,20803.390625,10046.6103515625,2063.949951171875,4490.8798828125,1.8300000429153442,94.83999633789062,1226.9000244140625,39.2599983215332,414.8160095214844
2016-03-31,7738.39990234375,16758.669921875,20776.69921875,9965.509765625,2059.739990234375,4483.66015625,1.7860000133514404,94.58999633789062,1234.199951171875,39.599998474121094,416.72900390625
2016-04-01,7713.0498046875,16164.16015625,20498.919921875,9794.6396484375,2072.780029296875,4532.080078125,1.7920000553131104,94.62000274658203,1222.199951171875,39.65999984741211,417.9599914550781
2016-04-02,7713.0498046875,16164.16015625,20498.919921875,9794.6396484375,2072.780029296875,4532.080078125,1.7920000553131104,94.62000274658203,1222.199951171875,39.65999984741211,420.87298583984375
2016-04-03,7713.0498046875,16164.16015625,20498.919921875,9794.6396484375,2072.780029296875,4532.080078125,1.7920000553131104,94.62000274658203,1222.199951171875,39.65999984741211,420.90399169921875
2016-04-04,7758.7998046875,16123.26953125,20498.919921875,9822.080078125,2066.1298828125,4511.7001953125,1.7790000438690186,94.51000213623047,1218.0,37.689998626708984,421.4440002441406
2016-04-05,7603.2001953125,15732.8203125,20177.0,9563.3603515625,2045.1700439453125,4470.75,1.7269999980926514,94.62999725341797,1228.4000244140625,37.869998931884766,424.0299987792969
2016-04-06,7614.35009765625,15715.3603515625,20206.669921875,9624.509765625,2066.659912109375,4543.77978515625,1.7549999952316284,94.43000030517578,1222.5,39.84000015258789,423.4129943847656
2016-04-07,7546.4501953125,15749.83984375,20266.05078125,9530.6201171875,2041.9100341796875,4475.2900390625,1.690999984741211,94.4800033569336,1236.199951171875,39.43000030517578,422.7449951171875
2016-04-08,7555.2001953125,15821.51953125,20370.400390625,9622.259765625,2047.5999755859375,4474.93017578125,1.7200000286102295,94.23999786376953,1242.5,41.939998626708984,420.3489990234375
2016-04-09,7555.2001953125,15821.51953125,20370.400390625,9622.259765625,2047.5999755859375,4474.93017578125,1.7200000286102295,94.23999786376953,1242.5,41.939998626708984,419.4110107421875
2016-04-10,7555.2001953125,15821.51953125,20370.400390625,9622.259765625,2047.5999755859375,4474.93017578125,1.7200000286102295,94.23999786376953,1242.5,41.939998626708984,421.5639953613281
2016-04-11,7671.39990234375,15751.1298828125,20440.810546875,9682.990234375,2041.989990234375,4458.7099609375,1.7239999771118164,93.94999694824219,1256.699951171875,42.83000183105469,422.4830017089844
2016-04-12,7708.9501953125,15928.7900390625,20504.439453125,9761.4697265625,2061.719970703125,4496.0400390625,1.781000018119812,93.95999908447266,1259.4000244140625,44.689998626708984,425.19000244140625
